roleLevel,user_id,firstName,lastName,email,password,tenantName,tenantId,userRole,reportsTo,state,faceEmbedding,fingerprintTemplate,faceRegistered,fingerprintRegistered,phone,govId,bloodGroup,address,skillType,shiftId,vendorId,isActive,mustChangePassword
6,WK079,Vibe,Worker,vibe.worker@fencein.app,fencein@WK079,ARGUS,ORG002,WORKER,VN008,ACTIVE,NULL,NULL,FALSE,FALSE,9863420371,GOV93357,B-,ARGUS,Welding,SHIFT001,VN008,TRUE,FALSE
6,WK080,KillerFrost,Worker,killerfrost.worker@fencein.app,fencein@WK080,ARGUS,ORG002,WORKER,VN008,ACTIVE,NULL,NULL,FALSE,FALSE,9884911602,GOV45362,O+,ARGUS,Security,SHIFT001,VN008,TRUE,FALSE
6,WK081,GreenLantern,Worker,greenlantern.worker@fencein.app,fencein@WK081,ARGUS,ORG002,WORKER,VN009,ACTIVE,NULL,NULL,FALSE,FALSE,9811589814,GOV92668,O+,ARGUS,Welding,SHIFT003,VN009,TRUE,FALSE
6,WK082,BlackCanary,Worker,blackcanary.worker@fencein.app,fencein@WK082,ARGUS,ORG002,WORKER,VN009,ACTIVE,NULL,NULL,FALSE,FALSE,9876078997,GOV44815,AB+,ARGUS,Operations,SHIFT001,VN009,TRUE,FALSE
6,WK083,Arsenal,Worker,arsenal.worker@fencein.app,fencein@WK083,ARGUS,ORG002,WORKER,VN009,ACTIVE,NULL,NULL,FALSE,FALSE,9861914890,GOV57136,A+,ARGUS,Administration,SHIFT001,VN009,TRUE,FALSE
6,WK084,Speedy,Worker,speedy.worker@fencein.app,fencein@WK084,ARGUS,ORG002,WORKER,VN009,ACTIVE,NULL,NULL,FALSE,FALSE,9841215372,GOV79111,O+,ARGUS,Operations,SHIFT001,VN009,TRUE,FALSE
6,WK085,Deathstroke,Worker,deathstroke.worker@fencein.app,fencein@WK085,ARGUS,ORG002,WORKER,VN009,ACTIVE,NULL,NULL,FALSE,FALSE,9870628407,GOV43234,A+,ARGUS,Administration,SHIFT003,VN009,TRUE,FALSE
6,WK086,Constantine,Worker,constantine.worker@fencein.app,fencein@WK086,ARGUS,ORG002,WORKER,VN009,ACTIVE,NULL,NULL,FALSE,FALSE,9820879222,GOV92325,O+,ARGUS,Administration,SHIFT001,VN009,TRUE,FALSE
6,WK087,Zatanna,Worker,zatanna.worker@fencein.app,fencein@WK087,ARGUS,ORG002,WORKER,VN009,ACTIVE,NULL,NULL,FALSE,FALSE,9895300744,GOV60680,AB+,ARGUS,Surveillance,SHIFT001,VN009,TRUE,FALSE
6,WK088,DoctorFate,Worker,doctorfate.worker@fencein.app,fencein@WK088,ARGUS,ORG002,WORKER,VN009,ACTIVE,NULL,NULL,FALSE,FALSE,9893792777,GOV66610,O+,ARGUS,Administration,SHIFT003,VN009,TRUE,FALSE
6,WK089,Hawkman,Worker,hawkman.worker@fencein.app,fencein@WK089,ARGUS,ORG002,WORKER,VN009,ACTIVE,NULL,NULL,FALSE,FALSE,9875687431,GOV37497,O+,ARGUS,Operations,SHIFT002,VN009,TRUE,FALSE
6,WK090,Hawkgirl,Worker,hawkgirl.worker@fencein.app,fencein@WK090,ARGUS,ORG002,WORKER,VN009,ACTIVE,NULL,NULL,FALSE,FALSE,9838180817,GOV69578,A-,ARGUS,Administration,SHIFT001,VN009,TRUE,FALSE
6,WK091,Aquaman,Worker,aquaman.worker@fencein.app,fencein@WK091,ARGUS,ORG002,WORKER,VN010,ACTIVE,NULL,NULL,FALSE,FALSE,9857387029,GOV98560,B+,ARGUS,Welding,SHIFT002,VN010,TRUE,FALSE
6,WK092,Mera,Worker,mera.worker@fencein.app,fencein@WK092,ARGUS,ORG002,WORKER,VN010,ACTIVE,NULL,NULL,FALSE,FALSE,9886788112,GOV65759,A-,ARGUS,Administration,SHIFT002,VN010,TRUE,FALSE
6,WK093,OceanMaster,Worker,oceanmaster.worker@fencein.app,fencein@WK093,ARGUS,ORG002,WORKER,VN010,ACTIVE,NULL,NULL,FALSE,FALSE,9852353622,GOV42295,A+,ARGUS,Administration,SHIFT003,VN010,TRUE,FALSE
6,WK094,Aqualad,Worker,aqualad.worker@fencein.app,fencein@WK094,ARGUS,ORG002,WORKER,VN010,ACTIVE,NULL,NULL,FALSE,FALSE,9866260956,GOV94392,B-,ARGUS,Administration,SHIFT001,VN010,TRUE,FALSE
6,WK095,BlackManta,Worker,blackmanta.worker@fencein.app,fencein@WK095,ARGUS,ORG002,WORKER,VN010,ACTIVE,NULL,NULL,FALSE,FALSE,9899316981,GOV45261,O+,ARGUS,Administration,SHIFT001,VN010,TRUE,FALSE
6,WK096,KingShark,Worker,kingshark.worker@fencein.app,fencein@WK096,ARGUS,ORG002,WORKER,VN010,ACTIVE,NULL,NULL,FALSE,FALSE,9823675006,GOV55615,A+,ARGUS,Operations,SHIFT003,VN010,TRUE,FALSE
6,WK097,Dolphin,Worker,dolphin.worker@fencein.app,fencein@WK097,ARGUS,ORG002,WORKER,VN010,ACTIVE,NULL,NULL,FALSE,FALSE,9866081034,GOV76838,AB+,ARGUS,Electrical,SHIFT002,VN010,TRUE,FALSE
6,WK098,Tempest,Worker,tempest.worker@fencein.app,fencein@WK098,ARGUS,ORG002,WORKER,VN010,ACTIVE,NULL,NULL,FALSE,FALSE,9889031803,GOV26547,B-,ARGUS,Welding,SHIFT003,VN010,TRUE,FALSE
6,WK099,LagoonBoy,Worker,lagoonboy.worker@fencein.app,fencein@WK099,ARGUS,ORG002,WORKER,VN010,ACTIVE,NULL,NULL,FALSE,FALSE,9874631736,GOV55747,B+,ARGUS,Operations,SHIFT001,VN010,TRUE,FALSE
6,WK100,Topo,Worker,topo.worker@fencein.app,fencein@WK100,ARGUS,ORG002,WORKER,VN010,ACTIVE,NULL,NULL,FALSE,FALSE,9843738437,GOV64569,B-,ARGUS,Administration,SHIFT003,VN010,TRUE,FALSE
